Product_id,BrandName,Category,Individual_category,category_by_Gender,DiscountPrice (in Rs),average_values,discount_column_with null to average _values ,OriginalPrice (in Rs),discount_offer_In_price,Discount in percentage,SizeOption,Ratings,Reviews,Discount_category,,,,
11174150,Sangria,Indian Wear,dresses,Women,699,1059.22,699,1999,1299.35,65%,"XS, S, M, L, XL, XXL, 3XL",3.8,389,High_Discount,,,,
11174192,Sangria,Plus Size,dresses,Women,1199,709.77,1199,1999,799.6,40%,"XS, S, M, L, XL, XXL, 3XL",4.2,847,Low_Discount,,,,
11174228,Sangria,Plus Size,kurtas,Women,454,709.77,454,1299,844.35,65%,"XS, S, M, L, XL, XXL, 3XL",3.9,836,Low_Discount,,,,
11174242,Sangria,Plus Size,kurtas,Women,549,709.77,549,999,449.55,45%,"XS, S, M, L, XL, XXL, 3XL",3.9,602,Low_Discount,,,,
11174248,Sangria,Plus Size,dresses,Women,679,709.77,679,1699,1019.4,60%,"XS, S, M, L, XL, XXL, 3XL",4.2,706,High_Discount,,,,
11174274,Sangria,Plus Size,kurtas,Women,584,709.77,584,1299,714.45,55%,"XS, S, M, L, XL, XXL, 3XL",4.2,428,Low_Discount,,,,
11174294,Sangria,Plus Size,dresses,Women,599,709.77,599,1999,1399.3,70%,"XS, S, M, L, XL, XXL, 3XL",4,384,High_Discount,,,,
11174320,Sangria,Plus Size,kurtas,Women,399,709.77,399,999,599.4,60%,"XS, S, M, L, XL, XXL, 3XL",4.2,562,High_Discount,,,,
11174322,Sangria,Indian Wear,kurta-sets,Women,1319,1059.22,1319,2399,1079.55,45%,"XS, S, M, L, XL, XXL, 3XL",4.3,701,Low_Discount,,,,
11174326,Sangria,Plus Size,kurtas,Women,679,709.77,679,1699,1019.4,60%,"XS, S, M, L, XL, XXL, 3XL",4.3,293,High_Discount,,,,
11174366,Sangria,Indian Wear,kurtas,Women,494,1059.22,494,1099,604.45,55%,"XS, S, M, L, XL, XXL, 3XL",4.3,690,Low_Discount,,,,
11174374,Sangria,Indian Wear,dresses,Women,1034,1059.22,1034,2299,1264.45,55%,"XS, S, M, L, XL, XXL, 3XL",4.2,406,Low_Discount,,,,
11174384,Sangria,Indian Wear,kurtas,Women,454,1059.22,454,1299,844.35,65%,"XS, S, M, L, XL, XXL, 3XL",4.2,948,High_Discount,,,,
11174386,Sangria,Indian Wear,kurta-sets,Women,959,1059.22,959,2399,1439.4,60%,"XS, S, M, L, XL, XXL, 3XL",4,391,Low_Discount,,,,
11174394,Sangria,Plus Size,dresses,Women,919,709.77,919,2299,1379.4,60%,"XS, S, M, L, XL, XXL, 3XL",4.1,512,Low_Discount,,,,
11174400,Sangria,Plus Size,dresses,Women,999,709.77,999,2499,1499.4,60%,"XS, S, M, L, XL, XXL, 3XL",4.2,366,High_Discount,,,,
11174406,Sangria,Plus Size,kurta-sets,Women,799,709.77,799,1999,1199.4,60%,"XS, S, M, L, XL, XXL, 3XL",4.1,709,High_Discount,,,,
11174410,Sangria,Plus Size,kurtas,Women,439,709.77,439,1099,659.4,60%,"XS, S, M, L, XL, XXL",4.2,394,High_Discount,,,,
11174454,Sangria,Plus Size,kurtas,Women,494,709.77,494,1099,604.45,55%,"XS, S, M, L, XL, XXL, 3XL",3.9,443,High_Discount,,,,
11174478,Sangria,Plus Size,dresses,Women,804,709.77,804,2299,1494.35,65%,"XS, S, M, L, XL, XXL, 3XL",4.1,428,Low_Discount,,,,
11174498,Sangria,Indian Wear,dresses,Women,799,1059.22,799,1999,1199.4,60%,"XS, S, M, L, XL, XXL, 3XL",4.1,633,High_Discount,,,,
11174510,Sangria,Plus Size,kurtas,Women,479,709.77,479,1199,719.4,60%,"XS, S, M, L, XL, XXL, 3XL",4.1,516,High_Discount,,,,
11174816,Sangria,Indian Wear,palazzos,Women,519,1059.22,519,1299,779.4,60%,"XS, S, M, L, XL, 3XL, XXL",4.2,432,High_Discount,,,,
11174822,Sangria,Indian Wear,palazzos,Women,454,1059.22,454,1299,844.35,65%,"26, 28, 30, 32, 34, 36",4.2,258,High_Discount,,,,
11174826,Sangria,Plus Size,palazzos,Women,649,709.77,649,1299,649.5,50%,"XS, S, M, L, XL, 3XL, XXL",4.2,510,High_Discount,,,,
11175006,MANGO,Western,tshirts,Women,,470,470,690,6.9,1%,"XS, S, M, L, XL",3.6,334,High_Discount,,,,
11180794,MISH,Western,tops,Women,,470,470,1499,599.6,40%,"XS, S, M, L, XL, XXL",4.4,251,Low_Discount,,,,
11180954,HIGHLANDER,Topwear,shirts,Men,439,709.5,439,1099,659.4,60%,"39, 40, 42, 44",4.1,670,Low_Discount,,,,
11182394,DressBerry,Western,tops,Women,,470,470,1299,779.4,60%,"XS, S, M, L, XL",4.2,705,High_Discount,,,,
11182520,DressBerry,Western,tshirts,Women,,470,470,999,500,50%,"XS, S, M, L, XL",4.3,610,High_Discount,,,,
11182562,DressBerry,Western,tshirts,Women,,470,470,749,411.95,55%,"XS, S, M, L, XL",3.8,290,High_Discount,,,,
11182738,DressBerry,Western,tops,Women,,470,470,1299,649.5,50%,"XS, S, M, L, XL",4.4,911,Low_Discount,,,,
11182846,DressBerry,Western,shorts,Women,,470,470,1099,714.35,65%,"26, 28, 30, 32, 34, 36",4.4,463,Low_Discount,,,,
11183034,DressBerry,Western,tops,Women,,470,470,1499,824.45,55%,"XS, S, M, L, XL",4.3,599,Low_Discount,,,,
11183798,DressBerry,Western,tops,Women,,470,470,1399,900,64%,"XS, S, M, L, XL",4.2,273,High_Discount,,,,
11183816,DressBerry,Western,dresses,Women,,470,470,1999,1199.4,60%,"XS, S, M, L, XL",4.1,923,High_Discount,,,,
11184416,Levis,Western,jeans,Women,,470,470,3299,1649.5,50%,"25, 26, 27, 28, 30, 32, 34",4.2,241,Low_Discount,,,,
11184534,Levis,Western,jeans,Women,,470,470,3899,974.75,25%,"25, 26, 27, 28, 30, 32, 34",4.4,242,Low_Discount,,,,
11184982,Mast & Harbour,Western,tops,Women,,470,470,1399,629.55,45%,"XS, S, M, L, XL",4.1,322,High_Discount,,,,
11185036,Mast & Harbour,Western,tshirts,Women,,470,470,899,400,44%,"XS, S, M, L, XL",4.3,824,Low_Discount,,,,
11185042,Mast & Harbour,Western,tshirts,Women,,470,470,799,479.4,60%,"XS, S, M, L, XL",4.3,357,Low_Discount,,,,
11187764,Miss Chase,Western,jumpsuit,Women,,470,470,2349,1174.5,50%,"XS, S, M, L, XL",4.3,391,Low_Discount,,,,
11187768,Miss Chase,Western,jeans,Women,,470,470,2299,1149.5,50%,"26, 28, 30, 32, 34",4,435,High_Discount,,,,
11188064,HIGHLANDER,Bottom Wear,trousers,Men,799,920.93,799,1599,799.5,50%,"30, 32, 34, 36",4.2,417,Low_Discount,,,,
11188656,Mast & Harbour,Western,tops,Women,,470,470,1499,674.55,45%,"XS, S, M, L, XL",4.3,547,Low_Discount,,,,
11191348,Mast & Harbour,Bottom Wear,track-pants,Men,759,920.93,759,1899,1139.4,60%,"S, M, L, XL, XXL",3.9,521,Low_Discount,,,,
11191372,Mast & Harbour,Bottom Wear,track-pants,Men,759,920.93,759,1899,1139.4,60%,"S, M, L, XL, XXL",4.1,348,High_Discount,,,,
11191412,Mast & Harbour,Bottom Wear,track-pants,Men,639,920.93,639,1599,959.4,60%,"S, M, L, XL, XXL",4.2,381,Low_Discount,,,,
11191430,Mast & Harbour,Bottom Wear,track-pants,Men,719,920.93,719,1799,1079.4,60%,"S, M, L, XL, XXL",3.9,381,High_Discount,,,,
11191432,Mast & Harbour,Bottom Wear,track-pants,Men,759,920.93,759,1899,1139.4,60%,"S, M, L, XL, XXL",4,340,Low_Discount,,,,
11192954,Mast & Harbour,Western,dresses,Women,,470,470,1999,799.6,40%,"XS, S, M, L, XL",4.3,282,High_Discount,,,,
11193504,Chemistry,Western,shirts,Women,,470,470,1499,824.45,55%,"XS, S, M, L, XL",4,430,High_Discount,,,,
11193510,Chemistry,Western,tops,Women,,470,470,1399,489.65,35%,"XS, S, M, L, XL",4,304,High_Discount,,,,
11193522,Chemistry,Western,shirts,Women,,470,470,1499,674.55,45%,"XS, S, M, L, XL",4.3,380,High_Discount,,,,
11193684,Chemistry,Western,tops,Women,,470,470,1299,800,62%,"XS, S, M, L, XL",4.3,498,High_Discount,,,,
11193718,Chemistry,Western,shirts,Women,,470,470,1499,824.45,55%,"XS, S, M, L, XL",4.4,287,Low_Discount,,,,
11193818,Chemistry,Western,tops,Women,,470,470,999,500,50%,"XS, S, M, L, XL",3.7,742,High_Discount,,,,
11194956,Mast & Harbour,Topwear,shirts,Men,1099,709.5,1099,1999,899.55,45%,"38, 40, 42, 44",4.3,841,Low_Discount,,,,
11194966,Mast & Harbour,Topwear,shirts,Men,879,709.5,879,2199,1319.4,60%,"38, 40, 42, 44",4.1,592,High_Discount,,,,
11194976,Mast & Harbour,Topwear,shirts,Men,899,709.5,899,1999,1099.45,55%,"38, 40, 42, 44",4.2,349,Low_Discount,,,,
11195012,Mast & Harbour,Topwear,shirts,Men,879,709.5,879,2199,1319.4,60%,"38, 40, 42, 44",4.2,461,High_Discount,,,,
11195026,Mast & Harbour,Topwear,shirts,Men,659,709.5,659,2199,1539.3,70%,"38, 40, 42, 44",4.3,257,Low_Discount,,,,
11195044,Mast & Harbour,Topwear,shirts,Men,1154,709.5,1154,2099,944.55,45%,"38, 40, 42, 44",4.4,477,High_Discount,,,,
11195048,Mast & Harbour,Topwear,shirts,Men,879,709.5,879,2199,1319.4,60%,"38, 40, 42, 44",4.2,759,High_Discount,,,,
11196174,LOCOMOTIVE,Bottom Wear,jeans,Men,1099,920.93,1099,2499,1399.44,56%,"30, 32, 34, 36",3.9,532,Low_Discount,,,,
11196956,Anouk,Indian Wear,kurtas,Women,479,1059.22,479,1599,1119.3,70%,"XS, S, M, L, XL, XXL",3.8,459,Low_Discount,,,,
11197170,Anouk,Indian Wear,dresses,Women,699,1059.22,699,1999,1299.35,65%,"XS, S, M, L, XL, XXL",4.3,708,High_Discount,,,,
11197780,Anouk,Topwear,kurtas,Men,674,709.5,674,1499,824.45,55%,"S, M, L, XL, XXL",4,239,Low_Discount,,,,
11198082,Maniac,Bottom Wear,track-pants,Men,621,920.93,621,1109,487.96,44%,"M, L, XL",3.8,599,High_Discount,,,,
11198088,Maniac,Bottom Wear,track-pants,Men,664,920.93,664,1329,664.5,50%,"M, L, XL",4,284,Low_Discount,,,,
11198090,Maniac,Sports Wear,track-pants,Men,643,793.18,643,1109,465.78,42%,"M, L, XL",3.7,488,Low_Discount,,,,
11198096,Maniac,Bottom Wear,track-pants,Men,565,920.93,565,1109,543.41,49%,"M, L, XL",3.8,403,High_Discount,,,,
11198344,Sztori,Plus Size,tshirts,Men,1079,709.77,1079,1799,719.6,40%,"XXL, 3XL, 4XL, 5XL, 6XL",4.3,372,Low_Discount,,,,
11199090,URBAN SCOTTISH,Inner Wear &  Sleep Wear,boxers,Men,599,530.36,599,1499,899.4,60%,"S, M, L, XL, XXL",4.1,247,Low_Discount,,,,
11199144,URBAN SCOTTISH,Inner Wear &  Sleep Wear,boxers,Men,599,530.36,599,1499,899.4,60%,"S, M, L, XL, XXL",4.1,324,High_Discount,,,,
11199176,Anouk,Indian Wear,kurta-sets,Men,2024,1059.22,2024,4499,2474.45,55%,"S, M, L, XL, XXL",4.2,418,Low_Discount,,,,
11199248,Anouk,Indian Wear,kurta-sets,Men,1919,1059.22,1919,4799,2879.4,60%,"S, M, L, XL, XXL",3.9,446,Low_Discount,,,,
11199262,Anouk,Western,dresses,Women,,470,470,1699,934.45,55%,"XS, S, M, L, XL, XXL",4.3,968,High_Discount,,,,
11199278,Anouk,Indian Wear,kurtas,Women,1099,1059.22,1099,2199,1099.5,50%,"XS, S, M, L, XL, XXL",4.2,622,High_Discount,,,,
11199302,Anouk,Indian Wear,kurta-sets,Women,1279,1059.22,1279,3199,1919.4,60%,"XS, S, M, L, XL, XXL",4.1,417,Low_Discount,,,,
11199314,Anouk,Indian Wear,kurta-sets,Men,1644,1059.22,1644,4699,3054.35,65%,"S, M, L, XL, XXL",3.6,317,Low_Discount,,,,
11199372,Anouk,Indian Wear,kurta-sets,Men,1319,1059.22,1319,3299,1979.4,60%,"S, M, L, XL, XXL",4.1,444,Low_Discount,,,,
11199374,Anouk,Indian Wear,dresses,Women,849,1059.22,849,1699,849.5,50%,"XS, S, M, L, XL, XXL",4.3,851,Low_Discount,,,,
11199376,Anouk,Indian Wear,kurta-sets,Men,1799,1059.22,1799,4499,2699.4,60%,"S, M, L, XL, XXL",3.9,456,High_Discount,,,,
11199420,Anouk,Indian Wear,kurtas,Women,539,1059.22,539,1799,1259.3,70%,"XS, S, M, L, XL, XXL",4.1,317,Low_Discount,,,,
11199428,Anouk,Western,dresses,Women,,470,470,1899,1139.4,60%,"XS, S, M, L, XL, XXL",4,794,High_Discount,,,,
11199456,Anouk,Indian Wear,dresses,Women,809,1059.22,809,1799,989.45,55%,"XS, S, M, L, XL, XXL",4.2,554,High_Discount,,,,
11200612,Anouk,Indian Wear,kurtas,Men,719,1059.22,719,1599,879.45,55%,"S, M, L, XL, XXL",4.4,509,High_Discount,,,,
11200614,Anouk,Indian Wear,kurtas,Men,559,1059.22,559,1599,1039.35,65%,"S, M, L, XL, XXL",3.9,428,Low_Discount,,,,
11200628,Anouk,Indian Wear,kurtas,Men,674,1059.22,674,1499,824.45,55%,"S, M, L, XL, XXL",4.1,675,High_Discount,,,,
11200630,Anouk,Indian Wear,kurtas,Men,679,1059.22,679,1699,1019.4,60%,"S, M, L, XL, XXL",4,585,High_Discount,,,,
11200646,Anouk,Topwear,kurtas,Men,559,709.5,559,1599,1039.35,65%,"S, M, L, XL, XXL",3.8,621,High_Discount,,,,
11200666,Anouk,Indian Wear,kurtas,Men,599,1059.22,599,1499,899.4,60%,"S, M, L, XL, XXL",4.4,240,Low_Discount,,,,
11201226,Roadster,Bottom Wear,trousers,Men,,920.93,920.93,2099,,0%,"28, 30, 32, 34, 36, 38, 40",4.1,929,High_Discount,,,,
11201232,Roadster,Bottom Wear,trousers,Men,944,920.93,944,2099,1154.45,55%,"28, 30, 32, 34, 36",4.2,768,Low_Discount,,,,
11201504,Anouk,Indian Wear,kurta-sets,Women,839,1059.22,839,2099,1259.4,60%,"XS, S, M, L, XL, XXL",4.1,894,High_Discount,,,,
11201602,Anouk,Indian Wear,kurtas,Women,559,1059.22,559,1399,839.4,60%,"XS, S, M, L, XL, XXL",4.1,762,Low_Discount,,,,
11201650,Anouk,Topwear,kurtas,Men,719,709.5,719,1599,879.45,55%,"S, M, L, XL, XXL",4.3,548,High_Discount,,,,
11202304,Anouk,Indian Wear,kurta-sets,Women,1149,1059.22,1149,2299,1149.5,50%,"XS, S, M, L, XL, XXL",4.4,885,Low_Discount,,,,
11208216,her by invictus,Western,tops,Women,,470,470,699,349.5,50%,"S, M, L, XL, XXL",4.1,394,High_Discount,,,,
11208244,her by invictus,Western,shirts,Women,,470,470,1599,719.55,45%,"S, M, L, XL, XXL",4.2,279,Low_Discount,,,,
11208250,her by invictus,Western,tops,Women,,470,470,1199,539.55,45%,"S, M, L, XL, XXL",4,278,Low_Discount,,,,
11208296,her by invictus,Western,shirts,Women,,470,470,1499,524.65,35%,"S, M, L, XL",4.2,337,High_Discount,,,,
11208956,KSUT,Indian Wear,kurtas,Women,643,1059.22,643,1399,755.46,54%,"S, M, L, XL, XXL",4.1,458,High_Discount,,,,
11215738,Florence,Indian Wear,kurtas,Women,495,1059.22,495,2750,2255,82%,"S, M, L, XL, XXL",3.7,823,High_Discount,,,,
11216394,Roadster,Bottom Wear,jeans,Men,,920.93,920.93,3299,,0%,"28, 30, 32, 34, 36",3.8,319,Low_Discount,,,,
11216424,Roadster,Bottom Wear,jeans,Men,1319,920.93,1319,2399,1079.55,45%,"28, 30, 32, 34, 36",4.3,382,Low_Discount,,,,
11217408,one8 by Virat Kohli,Inner Wear &  Sleep Wear,trunk,Men,398,530.36,398,498,100,20%,"S, M, L, XL, XXL",4.2,914,Low_Discount,,,,
11217410,one8 by Virat Kohli,Inner Wear &  Sleep Wear,trunk,Men,468,530.36,468,572,104,18%,"S, M, L, XL, XXL",4.1,476,Low_Discount,,,,
11217412,one8 by Virat Kohli,Inner Wear &  Sleep Wear,trunk,Men,527,530.36,527,648,121,19%,"S, M, L, XL, XXL",4.4,767,High_Discount,,,,
11217416,one8 by Virat Kohli,Inner Wear &  Sleep Wear,trunk,Men,510,530.36,510,648,138,21%,"S, M, L, XL, XXL",4.3,353,High_Discount,,,,
11217418,one8 by Virat Kohli,Inner Wear &  Sleep Wear,trunk,Men,468,530.36,468,572,104,18%,"S, M, L, XL, XXL",4.2,384,Low_Discount,,,,
11218092,Maniac,Topwear,tshirts,Men,553,709.5,553,1349,795.91,59%,"S, M, L, XL",4,562,High_Discount,,,,
11218926,KASSUALLY,Western,jackets,Women,,470,470,2599,1689.35,65%,"XS, S, M, L, XL, XXL",4.1,259,Low_Discount,,,,
11222022,JAINISH,Topwear,shirts,Men,597,709.5,597,1299,701.46,54%,"36, 38, 40, 42, 44",3.6,273,High_Discount,,,,
11222202,Mast & Harbour,Topwear,shirts,Men,759,709.5,759,1899,1139.4,60%,"38, 40, 42, 44",4.2,558,High_Discount,,,,
11223680,Style Quotient,Western,tops,Women,,470,470,1499,824.45,55%,"S, M, L, XL, XXL",4.2,516,High_Discount,,,,
11226384,Roadster,Western,jeans,Women,,470,470,1499,599.6,40%,"26, 28, 30, 32, 34, 36",4.1,380,High_Discount,,,,
11226634,Maniac,Sports Wear,tshirts,Men,467,793.18,467,1199,731.39,61%,"S, M, L, XL",3.9,661,Low_Discount,,,,
11227214,anayna,Indian Wear,skirts,Women,799,1059.22,799,1999,1199.4,60%,"26, 28, 30, 32, 34, 36",4.3,620,High_Discount,,,,Maniac
11227454,Roadster,Topwear,shirts,Men,714,709.5,714,1299,584.55,45%,"38, 40, 42, 44",4.2,395,High_Discount,,,,
11228146,Zivame,Lingerie & Sleep Wear,bra,Women,426,602.52,426,449,22.45,5%,"32DD, 32E, 34DD, 34E, 34F, 36DD, 36E, 36F, 38DD, 38E, 38F, 40C, 40D, 40DD, 40E, 42C, 42D, 42DD, 42E, 44C, 44D, 44DD, 44E",4.1,848,High_Discount,,,,
11231972,HERE&NOW,Plus Size,jeans,Women,1079,709.77,1079,2399,1319.45,55%,"26, 28, 30, 32, 34, 36, 38, 40",4,343,Low_Discount,,,,
11233438,ARMISTO,Inner Wear &  Sleep Wear,thermal-set,Men,825,530.36,825,1399,573.59,41%,"S, M, L, XL, XXL, 3XL",4,544,Low_Discount,,,,
11234284,Flying Machine,Bottom Wear,jeans,Men,1249,920.93,1249,2499,1249.5,50%,"28, 30, 32, 34, 36, 38, 40",4.3,350,High_Discount,,,,
11234338,Flying Machine,Topwear,shirts,Men,934,709.5,934,1699,764.55,45%,"39, 40, 42, 44, 46, 48",4.3,285,High_Discount,,,,
11234408,STREET 9,Western,trousers,Women,,470,470,2199,1099.5,50%,"26, 28, 30, 32, 34",4.2,607,High_Discount,,,,
11234432,STREET 9,Western,trousers,Women,,470,470,1699,849.5,50%,"26, 28, 30, 32, 34",4.2,312,High_Discount,,,,
11234652,Uptownie Lite,Western,jumpsuit,Women,,470,470,2499,1699.32,68%,"XS, S, M, L, XL, XXL",4.2,548,Low_Discount,,,,
11234782,Ishin,Indian Wear,sarees,Women,791,1059.22,791,2199,1407.36,64%,Onesize,4,425,Low_Discount,,,,
11234832,Ishin,Indian Wear,sarees,Women,769,1059.22,769,2199,1429.35,65%,Onesize,3.9,394,Low_Discount,,,,
11235010,Hubberholme,Bottom Wear,trousers,Men,899,920.93,899,1499,599.6,40%,"30, 32, 34, 36, 38",4.4,356,High_Discount,,,,
11235342,DENNISON,Bottom Wear,trousers,Men,909,920.93,909,2599,1689.35,65%,"28, 30, 32, 34, 36, 38, 40",3.7,327,High_Discount,,,,
11235346,DENNISON,Bottom Wear,trousers,Men,909,920.93,909,2599,1689.35,65%,"28, 30, 32, 34, 36, 38, 40",3.8,307,Low_Discount,,,,
11235516,Mayra,Western,tops,Women,,470,470,995,577.1,58%,"S, M, L, XL",4.1,988,Low_Discount,,,,
11235626,Mayra,Western,tops,Women,,470,470,995,577.1,58%,"S, M, L, XL",4.2,290,High_Discount,,,,
11239052,Ishin,Indian Wear,kurta-sets,Women,2024,1059.22,2024,4499,2474.45,55%,"S, M, L, XL, XXL",4.1,749,Low_Discount,,,,
11239086,Ishin,Indian Wear,kurta-sets,Women,1599,1059.22,1599,3999,2399.4,60%,"S, M, L, XL, XXL",4.3,294,High_Discount,,,,
11239400,Janasya,Indian Wear,kurtas,Women,712,1059.22,712,1549,836.46,54%,"XS, S, M, L, XL, XXL, 3XL",4.4,311,Low_Discount,,,,
11240284,Roadster,Topwear,tshirts,Men,,709.5,709.5,1599,,0%,"XS, S, M, L, XL",3.8,289,High_Discount,,,,
11240346,her by invictus,Western,tops,Women,,470,470,1199,719.4,60%,"S, M, L, XL, XXL",4.4,826,Low_Discount,,,,
11241900,Kook N Keech,Topwear,tshirts,Men,319,709.5,319,799,479.4,60%,"S, M, L, XL, XXL",4.3,246,Low_Discount,,,,
11241948,Kook N Keech Marvel,Western,tshirts,Women,,470,470,799,399.5,50%,"XS, S, M, L, XL",4.3,320,Low_Discount,,,,
11242132,Kook N Keech Disney,Western,tshirts,Women,,470,470,899,539.4,60%,"XS, S, M, L, XL",4.3,734,Low_Discount,,,,
11242332,I like me,Sports Wear,track-pants,Women,896,793.18,896,1379,482.65,35%,"S, M, L, XL, XXL",4.5,254,High_Discount,,,,
11243390,ZIYAA,Indian Wear,kurtas,Women,549,1059.22,549,1526,976.64,64%,"S, M, L, XL, XXL, 3XL",3.6,363,High_Discount,,,,
11243924,TWIN BIRDS,Western,leggings,Women,,470,470,549,,0%,"S, M, L",4.5,594,High_Discount,,,,
11243950,TWIN BIRDS,Western,leggings,Women,,470,470,549,,0%,"S, M, L",4.5,255,High_Discount,,,,
11244006,TWIN BIRDS,Western,leggings,Women,,470,470,549,,0%,"XL, XXL, 3XL",4.6,319,Low_Discount,,,,
11244106,TWIN BIRDS,Indian Wear,leggings,Women,,1059.22,1059.22,549,,0%,"S, M, L",4.5,844,High_Discount,,,,
11244968,Mitera,Indian Wear,sarees,Women,999,1059.22,999,3999,2999.25,75%,Onesize,4,648,Low_Discount,,,,
11244978,Mitera,Indian Wear,sarees,Women,999,1059.22,999,3999,2999.25,75%,Onesize,4.1,413,Low_Discount,,,,
11244980,Mitera,Indian Wear,sarees,Women,999,1059.22,999,3999,2999.25,75%,Onesize,4.1,288,Low_Discount,,,,
11244982,Mitera,Indian Wear,sarees,Women,999,1059.22,999,3999,2999.25,75%,Onesize,4.2,595,Low_Discount,,,,
11244990,Mitera,Indian Wear,sarees,Women,999,1059.22,999,3999,2999.25,75%,Onesize,3.9,496,Low_Discount,,,,
11244992,Mitera,Indian Wear,sarees,Women,999,1059.22,999,3999,2999.25,75%,Onesize,4.2,527,High_Discount,,,,
11244996,Mitera,Indian Wear,sarees,Women,999,1059.22,999,3999,2999.25,75%,Onesize,4.2,337,High_Discount,,,,
11245016,Mitera,Indian Wear,sarees,Women,999,1059.22,999,3999,2999.25,75%,Onesize,4.1,350,High_Discount,,,,
11245020,Mitera,Indian Wear,sarees,Women,999,1059.22,999,3999,2999.25,75%,Onesize,3.9,348,High_Discount,,,,
11245026,Mitera,Indian Wear,sarees,Women,999,1059.22,999,3999,2999.25,75%,Onesize,4,534,Low_Discount,,,,
11245464,HRX by Hrithik Roshan,Sports Wear,tights,Women,679,793.18,679,1699,1019.4,60%,"XS, S, M, L, XL, XXL",4.2,689,High_Discount,,,,
11245472,HRX by Hrithik Roshan,Sports Wear,tights,Women,849,793.18,849,1699,849.5,50%,"XS, S, M, L, XL, XXL",4,279,High_Discount,,,,
11245584,HRX by Hrithik Roshan,Sports Wear,tights,Women,594,793.18,594,1699,1104.35,65%,"XS, S, M, L, XL, XXL",4,988,Low_Discount,,,,
11245642,HRX by Hrithik Roshan,Lingerie & Sleep Wear,bra,Women,599,602.52,599,1499,899.4,60%,"XS, S, M, L, XL",4.1,341,High_Discount,,,,
11245646,HRX by Hrithik Roshan,Lingerie & Sleep Wear,bra,Women,584,602.52,584,1299,714.45,55%,"XS, S, M, L, XL",4.3,655,High_Discount,,,,
11245668,HRX by Hrithik Roshan,Lingerie & Sleep Wear,bra,Women,584,602.52,584,1299,714.45,55%,"XS, S, M, L, XL",4.2,502,High_Discount,,,,
11245670,HRX by Hrithik Roshan,Lingerie & Sleep Wear,bra,Women,524,602.52,524,1499,974.35,65%,"XS, S, M, L, XL",4.4,719,Low_Discount,,,,
11246608,HIGHLANDER,Topwear,shirts,Men,649,709.5,649,1249,599.52,48%,"39, 40, 42, 44",4.3,393,Low_Discount,,,,
11248370,Claura,Lingerie & Sleep Wear,night-suits,Women,979,602.52,979,1999,1019.49,51%,"S, M, L, XL, XXL",4,475,High_Discount,,,,
11249346,Black coffee,Bottom Wear,trousers,Men,697,920.93,697,1549,851.95,55%,"30, 32, 34, 36",4.3,575,High_Discount,,,,
11250754,Ishin,Indian Wear,kurta-sets,Women,2079,1059.22,2079,3999,1919.52,48%,"S, M, L, XL, XXL",4.4,370,Low_Discount,,,,
11250784,Ishin,Indian Wear,kurta-sets,Women,1799,1059.22,1799,3999,2199.45,55%,"S, M, L, XL, XXL",4.4,882,High_Discount,,,,
11253682,Ishin,Indian Wear,kurta-sets,Women,1799,1059.22,1799,4499,2699.4,60%,"S, M, L, XL, XXL",4.1,397,High_Discount,,,,
11253844,Shaily,Indian Wear,sarees,Women,1487,1059.22,1487,2479,991.6,40%,Onesize,4.2,359,High_Discount,,,,
11253936,Ishin,Indian Wear,kurta-sets,Women,1999,1059.22,1999,4999,2999.4,60%,"S, M, L, XL, XXL",4.2,360,High_Discount,,,,
11255730,Roadster,Bottom Wear,jeans,Men,679,920.93,679,1699,1019.4,60%,"26, 28, 30, 32, 34, 36",4,608,Low_Discount,,,,
11255806,Mast & Harbour,Western,jeans,Women,,470,470,1499,899.4,60%,"26, 28, 30, 32, 34, 36",3.9,274,Low_Discount,,,,
11255840,Mast & Harbour,Western,jeans,Women,,470,470,1699,764.55,45%,"26, 28, 30, 32, 34, 36",3.8,485,High_Discount,,,,
11255866,Mast & Harbour,Western,dresses,Women,,470,470,1899,949.5,50%,"XS, S, M, L, XL",4.5,538,Low_Discount,,,,
11256318,Mast & Harbour,Western,tops,Women,,470,470,1499,674.55,45%,"XS, S, M, L, XL",4.3,589,High_Discount,,,,
11257750,H&M,Western,sweatshirts,Women,,470,470,1499,,0%,"XS, S, M, L, XL",4.5,616,High_Discount,,,,
11259992,Roadster,Bottom Wear,jeans,Men,1079,920.93,1079,2399,1319.45,55%,"28, 30, 32, 34, 36",4,526,High_Discount,,,,
11259996,Roadster,Bottom Wear,jeans,Men,879,920.93,879,2199,1319.4,60%,"28, 30, 32, 34, 36",4,760,High_Discount,,,,
11260004,Roadster,Bottom Wear,jeans,Men,719,920.93,719,1799,1079.4,60%,"28, 30, 32, 34, 36",4,557,High_Discount,,,,
11260018,Roadster,Bottom Wear,jeans,Men,719,920.93,719,1799,1079.4,60%,"28, 30, 32, 34, 36",4,383,High_Discount,,,,
11262404,Purple Feather,Western,jeans,Women,,470,470,1899,1196.37,63%,"28, 30, 32, 34",4,380,Low_Discount,,,,
11262412,Purple Feather,Western,jeans,Women,,470,470,1899,1196.37,63%,"28, 30, 32, 34",4.1,282,High_Discount,,,,
11262470,Vishudh,Western,trousers,Women,,470,470,1049,650.38,62%,"28, 30, 32, 34, 36",4,510,High_Discount,,,,
11263890,Tikhi Imli,Indian Wear,sarees,Women,1679,1059.22,1679,4198,2518.8,60%,Onesize,4,721,High_Discount,,,,
